"","prob"
"1",0.220643937648522
"2",0.273236410516134
"3",0.231094822218232
"4",0.229359275997914
"5",0.273524916139982
"6",0.234484397306169
"7",0.283659739756682
"8",0.239001099378878
"9",0.364251573417859
"10",0.268806384296149
"11",0.30300518845043
"12",0.232047835868835
"13",0.254364992485926
"14",0.249317450470171
"15",0.234817986053668
"16",0.319645290943367
"17",0.242497999070014
"18",0.218782691183996
"19",0.299003457102436
"20",0.236803427457424
"21",0.307664811497761
"22",0.251756112698707
"23",0.21821326318378
"24",0.307185916044329
"25",0.370159786497636
"26",0.249924458504393
"27",0.229969093893931
"28",0.232377375595509
"29",0.352549189424183
"30",0.205277430802458
"31",0.28816471697555
"32",0.239668108299576
"33",0.25703299706913
"34",0.278321867091493
"35",0.247211499525211
"36",0.205080259549116
"37",0.342530220656857
"38",0.226715252861258
"39",0.2558406963968
"40",0.364355335749438
"41",0.211500518340971
"42",0.355251310197182
"43",0.302125594233785
"44",0.233057262213129
"45",0.33346349611847
"46",0.291203801874263
"47",0.269834218786353
"48",0.276153990743956
"49",0.222325859233245
"50",0.280059208805067
"51",0.208167686756238
"52",0.244975676922949
"53",0.221047123370748
"54",0.259783554958764
"55",0.260928417861823
"56",0.277734473733698
"57",0.218362301641941
"58",0.251426944570976
"59",0.354364156937295
"60",0.270384030034298
"61",0.250421804009636
"62",0.296132548966198
"63",0.257784437499522
"64",0.287173612310712
"65",0.273335460824627
"66",0.249266428495506
"67",0.223055377407834
"68",0.271446143127248
"69",0.298864344030003
"70",0.279359443817091
"71",0.28595360433977
"72",0.217507504864931
"73",0.268236778657739
"74",0.209135041092038
"75",0.326818007935108
"76",0.302558164700211
"77",0.220086443057431
"78",0.207397002374807
"79",0.355221949887598
"80",0.279848734770153
"81",0.288005411039868
"82",0.273664888989255
"83",0.26444761963341
"84",0.28966267301325
"85",0.239730683893992
"86",0.250341824621549
"87",0.321588846814211
"88",0.209394814954504
"89",0.403978843039419
"90",0.402692723930222
"91",0.272369112753096
"92",0.313992214391296
"93",0.292105028924113
"94",0.245622345795272
"95",0.323279495777622
"96",0.354664485793826
"97",0.239092067939307
"98",0.236783912272655
"99",0.269019766676081
"100",0.356199911782518
"101",0.255445159294849
"102",0.2246307246177
"103",0.221887226592173
"104",0.251280828709812
"105",0.238044161154591
"106",0.239593529526019
"107",0.247543706161336
"108",0.295205792681067
"109",0.272455274595687
"110",0.278385613501544
"111",0.260855909371415
"112",0.217441824323199
"113",0.327140068126059
"114",0.19790284798761
"115",0.248871738476042
"116",0.229084982681723
"117",0.259102977370222
"118",0.299760520793164
"119",0.246426104088028
"120",0.329955133880622
"121",0.235600138381313
"122",0.262872979529124
"123",0.230931282537152
"124",0.350782492226402
"125",0.232424734010245
"126",0.324066559829618
"127",0.341968804283646
"128",0.330023877785294
"129",0.264574370578418
"130",0.283439332548053
"131",0.320109047547302
"132",0.216213482966717
"133",0.229961475672074
"134",0.228479221642609
"135",0.27794057054078
"136",0.304886741294908
"137",0.267416122851643
"138",0.328037445050602
"139",0.227369834625641
"140",0.347694289320156
"141",0.322998231635767
"142",0.253068856501153
"143",0.258586803199359
"144",0.302597980757302
"145",0.242533769775282
"146",0.259693881789199
"147",0.257564965132881
"148",0.245428238212829
"149",0.299021910267706
"150",0.238829351857243
"151",0.333131004068746
"152",0.29769298696957
"153",0.271194332501721
"154",0.272723445633542
"155",0.259675385498101
"156",0.255995395600805
"157",0.313109549792277
"158",0.23192414309185
"159",0.222115895459908
"160",0.2408873426177
"161",0.336715977771962
"162",0.324107396975979
"163",0.463597975350461
"164",0.297661086230847
"165",0.267417482788976
"166",0.284635304361838
"167",0.292722403478393
"168",0.256457953238656
"169",0.316119914886752
"170",0.213123512110904
"171",0.384958057091723
"172",0.269373327883142
"173",0.247310231520464
"174",0.229395618543499
"175",0.308281523272813
"176",0.218327401075397
"177",0.293894776856404
"178",0.313065816495782
"179",0.245259771813698
"180",0.354838495564439
"181",0.358500085338352
"182",0.234003116796474
"183",0.329030251218265
"184",0.264559947595133
"185",0.243938640206497
"186",0.283695766113426
"187",0.251809728229094
"188",0.204098403472249
"189",0.284852486458283
"190",0.246024058791058
"191",0.291510654804232
"192",0.234716116272721
"193",0.303079279535854
"194",0.224976488230456
"195",0.278271401272467
"196",0.258922306357808
"197",0.255070520700308
"198",0.241553462238672
"199",0.292675612814053
"200",0.260285102814694
"201",NA
"202",0.325409026761099
"203",0.269826360426746
"204",0.242691878470737
"205",0.26097037714041
"206",0.271319279658007
"207",0.243363376128311
"208",0.253556107652793
"209",0.244940794288803
"210",0.295310008760266
"211",0.27110493245858
"212",0.335629009804689
"213",0.236607772553729
"214",0.257523755683111
"215",0.212492712902755
"216",0.22236698393495
"217",0.410902981086864
"218",0.22318916641053
"219",0.258703334878291
"220",0.264536446156824
"221",0.389341672424598
"222",0.232084223677553
"223",0.32364221708523
"224",0.225415740660047
"225",0.243935535527089
"226",0.246762644387186
"227",0.340508791580037
"228",0.231812226270149
"229",0.355046180146254
"230",0.213307226370962
"231",0.24664907544515
"232",0.241002922977645
"233",0.234177941013224
"234",0.362340153468182
"235",0.232038714757549
"236",0.295909912477198
"237",0.344139012773208
"238",0.256209424237905
"239",0.307366128168173
"240",0.24550157224308
"241",0.236485096407809
"242",0.216334439779004
"243",0.252605432603722
"244",0.261115028650364
"245",0.289920885619528
"246",0.219478183765402
"247",0.291231251909713
"248",0.315736767214015
"249",0.356526729397078
"250",0.254900626657893
"251",0.196005688707623
"252",0.239099719065894
"253",0.23268939762682
"254",0.231276662179352
"255",0.325715834709984
"256",0.260501304103779
"257",0.252638900861906
"258",0.294860312486508
"259",0.283735680412149
"260",0.26412103837394
"261",0.274831276006314
"262",0.203103527586433
"263",0.256936344069559
"264",0.251879710973758
"265",0.339408603892152
"266",0.246893288245243
"267",0.213050045393213
"268",0.247477318283375
"269",0.2385442384953
"270",0.262830461559302
"271",0.268316486360222
"272",0.265546642763226
"273",0.260163713476181
"274",0.316772282668747
"275",0.33710590250865
"276",0.312466278067312
"277",0.284509040740547
"278",0.251663037216123
"279",0.219365258852856
"280",0.269890096806064
"281",0.353985474129013
"282",0.321045936468406
"283",0.242464799620608
"284",0.236251369317432
"285",0.279920884099051
"286",0.217236215817315
"287",0.257378203554647
"288",0.240782357211108
"289",0.273683112337316
"290",0.293487137395996
"291",0.264540753421388
"292",0.294290596626683
"293",0.324299733261281
"294",0.281067852322316
"295",0.274399347689763
"296",0.223925362123645
"297",0.265625834081961
"298",0.23486767220295
"299",0.200310417052393
"300",0.279654787290815
"301",0.299774863535765
"302",0.247073212171795
"303",0.257942684526066
"304",0.240057301742469
"305",0.349426140578236
"306",0.248003038613423
"307",0.368246166046498
"308",0.267077571658519
"309",0.294445614619317
"310",0.268274659958374
"311",0.307673152074466
"312",0.240374550089302
"313",0.324718540406571
"314",0.220483334698416
"315",0.230220415587714
"316",0.225311967830981
"317",0.342985318516459
"318",0.279571197222387
"319",0.329021402701426
"320",0.2304514808955
"321",0.445872033818975
"322",0.219014867892164
"323",0.299224728527309
"324",0.199457149596091
"325",0.218064891760529
"326",0.298728744208384
"327",0.386209963208233
"328",0.327722210669315
"329",0.269070230122522
"330",0.328202325767087
"331",0.268619973570989
"332",0.314831443074095
"333",0.309114405544536
"334",0.234777786088044
"335",0.28235584531753
"336",0.1989630204286
"337",0.208174359255648
"338",0.296657514905378
"339",0.297064320482769
"340",0.245914169335593
"341",0.276100521334058
"342",0.274412632210637
"343",0.301114938652513
"344",0.267433341175008
"345",0.262762358707605
"346",0.303379571365612
"347",0.261322767176648
"348",0.265944022673324
"349",0.227624368700937
"350",0.236765379385389
"351",0.237725746319441
"352",0.258563509338456
"353",0.306020414784993
"354",0.266978361089506
"355",0.255582421906377
"356",0.219468979537786
"357",0.372314737332613
"358",0.265265754996257
"359",0.223067173687333
"360",0.317566223688008
"361",0.246175545832522
"362",0.230577029520276
"363",0.262141198220849
"364",0.272092246998474
"365",0.233930401959445
"366",0.259648401498458
"367",0.257059242272764
"368",0.385140332561388
"369",0.241184979426787
"370",0.259791618162367
"371",0.27825617781193
"372",0.267224046770903
"373",0.274414334611952
"374",0.228993445854473
"375",0.369655293816213
"376",0.273432308859937
"377",0.340345751659983
"378",0.226663400252276
"379",0.272226280106913
"380",0.338702486703212
"381",0.249559620858484
"382",0.335325812635326
"383",0.241938614817491
"384",0.241090940864466
"385",0.216297390260753
"386",0.250159657417356
"387",0.250139203486322
"388",0.243266734812678
"389",0.221079048419725
"390",0.26841359560207
"391",0.295799411099105
"392",0.236425792806745
"393",0.239309125377872
"394",0.227407698534886
"395",0.227011510137576
"396",0.2707991543955
"397",0.321804083074189
"398",0.274491710480253
"399",0.405134199916391
"400",0.294830422755009
"401",0.309070500782127
"402",0.313014036522106
"403",0.262520581346786
"404",0.340890194012284
"405",0.236931362406172
"406",0.323458209228466
"407",0.222794252805273
"408",0.207353104415841
"409",0.220717561260254
"410",0.288849601089982
"411",0.208161066878699
"412",0.226981002947442
"413",0.255505791310214
"414",0.28557054483521
"415",0.279459470479309
"416",0.342627160547173
"417",0.224568417412149
"418",0.221018958226767
"419",0.237232203151543
"420",0.347136658237917
"421",0.315147541925037
"422",0.320826495900487
"423",0.269297999811508
"424",0.304468600019593
"425",0.226745652826498
"426",0.194476280032498
"427",0.310835723238555
"428",0.195241897060361
"429",0.260558585434795
"430",0.203522709167678
"431",0.301473205242431
"432",0.230598082530355
"433",0.272062132305711
"434",0.203005205989176
"435",0.370995653464762
"436",0.211734313440693
"437",0.221559531716958
"438",0.245192809848674
"439",0.193225689615994
"440",0.367201195089463
"441",0.228512745667636
"442",0.241337133074472
"443",0.313370237517591
"444",0.252746653497627
"445",0.307880829104163
"446",0.232468997032247
"447",0.248441181063006
"448",0.228152484768194
"449",0.251156568222367
"450",0.2626698926582
"451",0.351832470896885
"452",0.257215940851489
"453",0.235907223117864
"454",0.197208585751654
"455",0.238275225840781
"456",0.220972605914061
"457",0.316484073311531
"458",0.229544954758675
"459",0.251346503737652
"460",0.258374813449823
"461",0.36844935822014
"462",0.251401771998879
"463",0.313582593082115
"464",0.283346249690009
"465",0.210144652390303
"466",0.249183351818084
"467",0.254868223582403
"468",0.254269819458647
"469",0.309834942226863
"470",0.250087996280325
"471",0.353647235006506
"472",0.287156778423651
"473",0.337037986710268
"474",0.274002406991851
"475",0.260118470752529
"476",0.31080313719048
"477",0.287298888494602
"478",0.388202271442101
"479",0.28650701066019
"480",0.317497776393653
"481",0.258001934968643
"482",0.354608561410032
"483",0.341937867446929
"484",0.468900159702377
"485",0.363809201029874
"486",0.211540277284179
"487",0.291054218895928
"488",0.264709453158236
"489",0.2725961255786
"490",0.215838098891666
"491",0.308626084376513
"492",0.322168130672792
"493",0.206322758870727
"494",0.311272942931182
"495",0.281746651630125
"496",0.360824047496238
"497",0.2206281389899
"498",0.275103571110536
"499",0.300698431208274
"500",0.261338021199244
"501",0.317778384202484
"502",0.311520797429223
"503",0.334142374526654
"504",0.284830403068356
"505",0.230832690501588
"506",0.330710885083116
"507",0.243134864782395
"508",0.267152383000862
"509",0.235232026526839
"510",0.384907451520042
"511",0.276741630913445
"512",0.356271335992041
"513",0.240180920335715
"514",0.314554801010271
"515",0.266384601262993
"516",0.230359649527745
"517",0.227873379148716
"518",0.201599325076129
"519",0.248362154064704
"520",0.305549201636963
"521",0.27085443047365
"522",0.240515856009858
"523",0.321457291076578
"524",0.273721900068269
"525",0.219212444704991
"526",0.234287535496398
"527",0.242966040570771
"528",0.269216030389928
"529",0.230028923312398
"530",0.294092029986801
"531",0.400294794091493
"532",0.256782790704925
"533",0.316918538190444
"534",0.23490656319914
"535",0.252813820182731
"536",0.21568289442591
"537",0.308727942328233
"538",0.296234839947909
"539",0.23714958979749
"540",0.248712920734635
"541",0.255551424344243
"542",0.278844296561505
"543",0.247248722890634
"544",0.232247099658631
"545",0.307972265346436
"546",0.203704306290699
"547",0.266855522230692
"548",0.244368959649402
"549",0.275847173615785
"550",0.362116322056533
"551",0.276289686212808
"552",0.461738698034356
"553",0.208968004685647
